Full Name,Date of Birth,Date of Death,Nationality,Home City,Occupation,Employer
Lois Brown,08/29/1948,,Peru,BretaÃ±a,VP Accounting,"Gerhold, Will and Kilback"
Lois Bryant,11/04/1949,,Russia,Ordzhonikidzevskaya,Help Desk Technician,Ward-Zulauf
Lois Burns,06/29/1921,,Afghanistan,ShÄ«ná¸èaná¸è,Professor,Schmidt-Donnelly
Lois Burton,09/01/1969,,Japan,Ueki,Engineer I,Hamill Inc
Lois Campbell,03/28/1938,,Norway,Trondheim,Account Representative III,Monahan LLC
Lois Carpenter,12/05/1918,,China,Xingtai,Senior Cost Accountant,Thompson Group
Lois Carr,05/18/1946,,United States,Stamford,Administrative Assistant II,Torphy and Sons
Lois Carroll,10/20/1941,01/10/2006,Cuba,MaisÃ_,Senior Financial Analyst,Hammes LLC
Lois Carter,12/25/1985,,Indonesia,Ciomas,Web Designer I,Hickle Group
Lois Castillo,10/16/1920,,Indonesia,Tegalheras,Human Resources Assistant II,Mohr LLC
Lois Chapman,02/15/1950,,Colombia,San Onofre,Project Manager,"Gerhold, Schowalter and Steuber"
Lois Chavez,06/06/1948,,Finland,Kuusjoki,VP Product Management,Wolff Group
Lois Clark,04/08/1949,,Ireland,Longwood,Quality Control Specialist,Hegmann Group
Lois Cole,11/12/1950,,Philippines,New Leyte,Assistant Manager,"Eichmann, Osinski and Streich"
Lois Collins,12/09/1938,,Spain,Pamplona/IruÃ±a,Statistician II,Kunde-Ratke
Lois Cook,02/29/1928,,China,Heiiyugou,VP Sales,Hilpert-Ruecker
Lois Cooper,05/01/1984,,Colombia,OcaÃ±a,Food Chemist,McKenzie-DuBuque
Lois Crawford,03/09/1931,,Serbia,Subotica,Automation Specialist I,Swaniawski-Johnson
Lois Cruz,01/25/1970,,Ukraine,Tulâ€™chyn,Executive Secretary,"Botsford, Rodriguez and Hamill"
Lois Daniels,04/21/1981,,China,Wuyao,Account Coordinator,Jaskolski-Stanton
Lois Davis,06/27/1988,,Madagascar,Ampasimanolotra,Occupational Therapist,Schneider and Sons
Lois Day,10/23/1978,,Russia,Kukoboy,Compensation Analyst,Schaden-Runte
Lois Diaz,01/01/1986,,Portugal,Vila Franca,Actuary,"Rath, Wisozk and Corkery"
Lois Edwards,05/25/1964,,Indonesia,Cungapmimbo,Registered Nurse,"Homenick, Jones and Baumbach"
Lois Elliott,03/13/1928,,Indonesia,Kopang Satu,Social Worker,"Anderson, Witting and Walter"
Lois Ellis,05/31/1950,,Brazil,GoiÃ¡s,Help Desk Operator,"Sanford, Morar and Stehr"
Lois Evans,03/16/1965,,Mexico,Benito Juarez,Librarian,Aufderhar Group
Lois Ferguson,12/30/1935,,Indonesia,Gunem,Librarian,Harber and Sons
Lois Fernandez,01/27/1935,,Czech Republic,LudgeÅ™ovice,Account Executive,Batz Inc
Lois Fields,06/02/1959,,Japan,Shimada,Senior Financial Analyst,Bauch-Reinger
Lois Fisher,10/08/1939,06/12/1996,Ukraine,Ichnya,Registered Nurse,Torp-Kautzer
Lois Flores,11/09/1970,,Poland,SosnÃ_wka,Physical Therapy Assistant,Balistreri-Buckridge
Lois Ford,07/25/1934,01/09/2014,Russia,Brusyanka,Automation Specialist I,Schaden Group
Lois Foster,09/17/1988,,Canada,Bowen Island,Sales Associate,Carter Group
Lois Fowler,11/11/1929,,Ukraine,Semenivka,Software Test Engineer I,Littel-Hahn
Lois Fox,02/16/1964,01/24/2006,Lithuania,DÅ«kÅ¡tas,Budget/Accounting Analyst I,Crooks-Murazik
Lois Franklin,09/03/1954,02/26/1991,Malaysia,Johor Bahru,Research Nurse,Lynch-Heaney
Lois Frazier,01/14/1945,,Poland,ÅÅopuszna,Accounting Assistant I,Bednar Inc
Lois Freeman,04/02/1951,,Ukraine,Chornorudka,Staff Accountant II,Homenick-Considine
Lois Garcia,12/19/1932,,Japan,Iwamizawa,Occupational Therapist,"Eichmann, Stiedemann and Gaylord"
Lois Gardner,06/25/1974,,Albania,Librazhd,Librarian,Koss and Sons
Lois Garrett,05/05/1927,,Afghanistan,QuchanghÄ«,Civil Engineer,"Ryan, Fahey and Anderson"
Lois George,03/23/1923,,France,Carcassonne,Environmental Specialist,Schimmel LLC
Lois Gibson,08/13/1919,,Bosnia and Herzegovina,Mejdan - ObiliÄ‡evo,Assistant Professor,Kling LLC
Lois Gomez,05/09/1980,,Indonesia,Sukacai,Food Chemist,Rolfson Inc
Lois Gonzalez,02/05/1922,,Netherlands,Venlo,Research Assistant IV,Sauer-Waelchi
Lois Gordon,03/29/1957,,Philippines,San Francisco,Programmer II,Weber-Crooks
Lois Graham,10/26/1952,,Egypt,Bilbays,Graphic Designer,"Connelly, Gerhold and Murphy"
Lois Gray,02/05/1958,,Pakistan,Murree,General Manager,Haag LLC
Lois Green,03/11/1919,,Russia,Kasimov,Occupational Therapist,Harris Inc
Lois Greene,10/17/1984,,Sweden,Katrineholm,Programmer Analyst II,Roberts and Sons
Lois Griffin,01/19/1943,,Indonesia,Muaratiga,VP Marketing,"Reichel, Heathcote and Bogisich"
Lois Gutierrez,07/14/1938,,Turkmenistan,Tejen,Biostatistician II,Larkin-Barrows
Lois Hamilton,04/10/1961,,Indonesia,Sindangsuka,Nurse Practicioner,"Murazik, Tremblay and Monahan"
Lois Hansen,02/28/1976,,Indonesia,Leran Wetan,Assistant Professor,Schroeder-Willms
Lois Harris,05/26/1919,,Indonesia,Batangan,Research Nurse,"Heathcote, Quigley and Bruen"
Lois Harrison,03/28/1984,,Brazil,Santo AntÃ´nio do Amparo,Environmental Specialist,"Windler, Bahringer and Connelly"
Lois Hart,06/24/1986,,Italy,Genova,Safety Technician I,"Goodwin, Turcotte and Powlowski"
Lois Harvey,03/09/1937,,Mexico,NiÃ±os Heroes,Information Systems Manager,"Grady, Leannon and Nader"
Lois Hawkins,10/14/1988,,Thailand,Na Tan,Sales Associate,Spinka Inc
Lois Hayes,07/28/1924,,Poland,StryszÃ_w,Health Coach IV,Ernser Group
Lois Henderson,01/28/1921,,Indonesia,Reuleuet,Editor,Nikolaus-Nienow
Lois Henry,04/25/1951,,Philippines,Calibutbut,Geologist II,Hansen-Legros
Lois Hernandez,08/12/1920,,Japan,Shiojiri,Pharmacist,Langworth and Sons
Lois Hicks,05/05/1988,,France,Nantes,Product Engineer,"Reynolds, Connelly and Little"
Lois Hill,07/12/1964,02/16/2012,Philippines,Cansolungon,Sales Associate,O'Reilly-Lang
Lois Holmes,04/12/1929,,China,Jinhe,Chemical Engineer,Fahey-Braun
Lois Howell,07/11/1964,02/14/1993,Indonesia,Pasirbatang,Nurse Practicioner,Maggio LLC
Lois Hughes,03/24/1963,,Mongolia,Rashaant,Help Desk Technician,Bogisich Group
Lois Hunt,07/12/1983,,China,Hanbin,Nurse Practicioner,Crist and Sons
Lois Hunter,04/01/1933,,France,Meylan,Graphic Designer,Conroy-Denesik
Lois Jackson,04/29/1927,06/18/1998,China,Juyuan,Technical Writer,Waelchi Group
Lois Jacobs,12/29/1982,,Indonesia,Klampok,Software Engineer I,Volkman Inc
Lois James,06/25/1930,,Ukraine,Berehomet,Quality Engineer,Bednar-Beer
Lois Jenkins,01/21/1972,,Greece,VokhaÃ¯kÃ_,Help Desk Technician,Lang-Turner
Lois Johnson,08/18/1942,,Peru,Succha,Technical Writer,Franecki LLC
Lois Johnston,06/25/1924,,Norway,Oslo,Social Worker,"Wilkinson, Rempel and Hessel"
Lois Jones,10/26/1927,,Sweden,Vindeln,Data Coordiator,Wyman-Schmidt
Lois Jordan,02/17/1969,,Greece,NÃ©os MylÃ_topos,Community Outreach Specialist,Thompson-Green
Lois Kelley,09/13/1964,,France,Beauvais,Web Designer III,Schulist-Will
Lois Kennedy,10/30/1941,,United States,Washington,Electrical Engineer,Barrows-Muller
Lois Kim,01/21/1942,11/02/2005,Panama,Alto del Espino,Executive Secretary,Osinski and Sons
Lois King,06/12/1949,,France,Carpentras,Recruiting Manager,"Brakus, Doyle and Stracke"
Lois Knight,04/13/1926,,Bangladesh,LÄÅkshÄÅm,Research Assistant IV,Bosco-Rutherford
Lois Lane,01/28/1944,,Pakistan,JÄÅti,Actuary,Koss-Ortiz
Lois Larson,05/05/1958,,Macedonia,_ _°_´_____¸Ñˆ,Research Assistant II,"Cartwright, Howe and Bailey"
Lois Lawrence,02/21/1929,,China,Leiwang,Payment Adjustment Coordinator,Bradtke-Glover
Lois Lawson,12/16/1928,,China,Qianchuan,Cost Accountant,Kuhlman-Mraz
Lois Lee,10/24/1984,,Brazil,Arcos,VP Quality Control,Stehr-Goodwin
Lois Lewis,12/10/1980,,Colombia,NÃ_vita,Information Systems Manager,Hilll-Lesch
Lois Little,09/06/1981,,China,Baitouli,Legal Assistant,"Feest, Jakubowski and Mertz"
Lois Long,03/06/1950,,Indonesia,Sifala,Internal Auditor,Herman-Weber
Lois Lopez,06/23/1965,,Russia,Peskovka,Web Designer IV,Macejkovic-Ernser
Lois Marshall,04/21/1922,,Malaysia,Seremban,Media Manager I,Torp Group
Lois Martinez,03/06/1922,,China,Guitang,Environmental Tech,Krajcik Inc
Lois Mason,11/26/1946,,France,Avignon,Quality Control Specialist,Rogahn-Spencer
Lois Matthews,09/27/1956,11/15/1990,China,Yanqi,Physical Therapy Assistant,Champlin-Huels
Lois Mcdonald,03/01/1934,,Brazil,Santo AntÃ´nio do Amparo,Senior Editor,Wilkinson LLC
Lois Medina,03/28/1965,,North Korea,Ayang-ni,Technical Writer,"Smith, Larkin and Weimann"
Lois Mendoza,08/17/1927,,Comoros,Mkiriwadjumoi,Nuclear Power Engineer,"Legros, Kiehn and Schuster"
Lois Meyer,12/20/1971,,Togo,AnÃ©ho,Environmental Specialist,Wehner Inc
Lois Miller,05/03/1968,,China,Mushu,Data Coordiator,Orn and Sons
Lois Mills,07/20/1961,,Sri Lanka,Haputale,Tax Accountant,Gaylord and Sons
Lois Mitchell,03/13/1936,,Indonesia,Balun,Automation Specialist II,"Homenick, Reichel and Shields"
Lois Montgomery,03/16/1950,,Japan,Matsue-shi,Chief Design Engineer,Bayer and Sons
Lois Moore,09/21/1983,,China,Meijiang,Data Coordiator,Brown LLC
Lois Morales,09/26/1982,,Russia,Zhukovskiy,Information Systems Manager,Barton-Jast
Lois Moreno,05/12/1936,,Mexico,Cuauhtemoc,Technical Writer,Bashirian Inc
Lois Morrison,01/24/1930,,Czech Republic,TÄ›Å¡any,Sales Associate,Gleason Group
Lois Murphy,03/29/1938,,Indonesia,Teluksantong,Structural Engineer,Kohler-Schuppe
Lois Murray,09/24/1954,,France,Dijon,Sales Representative,Huels Group
Lois Myers,11/16/1979,,Comoros,Koua,Research Nurse,"Morar, Gleason and McKenzie"
Lois Nelson,05/29/1983,08/10/2008,Portugal,Seixas do Douro,Analog Circuit Design manager,Stamm LLC
Lois Nguyen,10/20/1978,,China,Bianxiong,Media Manager IV,Schaden Inc
Lois Nichols,03/13/1933,,Indonesia,Tembang,Quality Engineer,"Schneider, Kulas and White"
Lois Oliver,09/26/1930,,Indonesia,Pariaman,Research Associate,Jones and Sons
Lois Olson,10/05/1929,,Uruguay,Lascano,Speech Pathologist,Rau Group
Lois Owens,12/12/1960,,Uruguay,San JosÃ© de Mayo,Data Coordiator,Sipes-Lakin
Lois Palmer,11/02/1956,,Philippines,Santa Rita,Accounting Assistant III,Cole-Koch
Lois Parker,08/09/1936,,China,Helong,Administrative Assistant II,Hahn-Altenwerth
Lois Patterson,12/22/1923,,Ecuador,Salinas,Operator,Armstrong-Aufderhar
Lois Perez,06/23/1919,,United States,Bellevue,Sales Associate,Doyle-Farrell
Lois Perry,05/09/1942,08/10/1990,Luxembourg,Steinsel,Geological Engineer,"Frami, Wilkinson and Willms"
Lois Peters,02/09/1977,,China,Shizi,Financial Analyst,Haag-Streich
Lois Phillips,05/11/1955,,Haiti,Mirebalais,VP Product Management,Barton Inc
Lois Pierce,02/20/1939,,China,Jiangchang,VP Marketing,Bashirian LLC
Lois Powell,07/17/1917,,Azerbaijan,Naftalan,Nuclear Power Engineer,Doyle Inc
Lois Price,02/20/1935,06/29/1991,Syria,Al KarÄÅmah,Marketing Manager,Feest LLC
Lois Ramirez,11/02/1920,,France,Bastia,Project Manager,Stiedemann-Dietrich
Lois Ramos,10/05/1973,06/01/2007,China,Huangjin,Account Executive,"Sipes, Jones and Labadie"
Lois Ray,04/19/1964,,China,Chengdu,Structural Analysis Engineer,Lemke Inc
Lois Reid,11/18/1932,,Colombia,AriguanÃ_,Geological Engineer,"Weber, Langosh and Sawayn"
Lois Reynolds,09/11/1928,,Philippines,Del Pilar,Editor,Wintheiser Inc
Lois Rice,12/10/1963,,China,Benniu,Account Representative III,"Bartoletti, Kozey and Bauch"
Lois Richards,09/19/1932,,United States,Las Vegas,Staff Scientist,Monahan and Sons
Lois Richardson,12/25/1918,,Slovenia,Gornji Grad,Geologist I,Klocko-Purdy
Lois Riley,03/16/1941,,China,Honglong,Research Associate,Schaden Group
Lois Rivera,09/19/1923,,Brazil,Cotia,Geological Engineer,Hand LLC
Lois Roberts,05/21/1921,,Myanmar,Martaban,Graphic Designer,Reinger-Tromp
Lois Robertson,06/03/1948,,France,Toulouse,Analyst Programmer,Botsford-Johns
Lois Robinson,03/30/1962,09/13/2014,Yemen,á¸êubÄÅh,Programmer Analyst I,"Wintheiser, Kulas and Halvorson"
Lois Rose,01/08/1920,,Greece,ÃÅno MerÃ¡,Quality Engineer,"Keeling, Reinger and Schmitt"
Lois Ross,12/17/1919,,Indonesia,Tlutup,Marketing Manager,Cremin-Grady
Lois Russell,04/01/1935,,China,Huikou,Junior Executive,Zboncak Inc
Lois Ryan,07/19/1919,,China,Dongguang,Project Manager,Mosciski and Sons
Lois Sanders,03/04/1973,,Philippines,Malinaw,Developer IV,Little-Wyman
Lois Schmidt,03/07/1938,,China,Gangtun,Design Engineer,"Lemke, Gleason and Ernser"
Lois Scott,09/11/1979,,Russia,Vitim,Graphic Designer,Bergstrom-Barton
Lois Shaw,11/10/1924,,France,Futuroscope,Programmer I,Mueller-Krajcik
Lois Simmons,11/09/1983,,Chile,Graneros,Compensation Analyst,Johns Group
Lois Sims,06/16/1928,,China,Shicheng,Administrative Officer,King and Sons
Lois Smith,01/01/1932,,Colombia,San JosÃ© de La MontaÃ±a,Sales Associate,Emard LLC
Lois Spencer,05/11/1983,,Russia,Uzlovaya,Account Executive,"Wyman, Brakus and Koch"
Lois Stanley,04/18/1955,,Namibia,Otavi,Developer I,Daugherty-Toy
Lois Stephens,06/28/1943,,Philippines,Buenavista,Biostatistician II,"Wisoky, Russel and Kessler"
Lois Stevens,07/27/1938,,Western Sahara,Smara,Nurse Practicioner,Cremin-Johns
Lois Stewart,01/27/1974,09/29/1999,Nigeria,Illela,Graphic Designer,Lesch-Heller
Lois Stone,06/26/1986,,Syria,Khirbat TÄ«n NÅ«r,VP Product Management,"D'Amore, Dibbert and Ruecker"
Lois Sullivan,09/13/1986,,China,Leluo,Director of Sales,"Gibson, Reichert and Rolfson"
Lois Taylor,03/12/1971,,Indonesia,Rancaranji,Graphic Designer,Roberts and Sons
Lois Thomas,11/15/1929,,Canada,North Battleford,Human Resources Assistant I,Smitham-Botsford
Lois Thompson,06/25/1937,,Portugal,Torre,Technical Writer,"Denesik, Dooley and Kassulke"
Lois Torres,03/18/1948,,Indonesia,Kadaka,Environmental Specialist,"Greenholt, Boyer and Fahey"
Lois Tucker,05/06/1970,,Greece,KokkinÃ_choma,Senior Editor,Schiller Group
Lois Vasquez,02/06/1982,,Peru,Andahuaylillas,Junior Executive,Kreiger-Donnelly
Lois Wagner,08/14/1940,,Rwanda,Nyanza,Payment Adjustment Coordinator,Emmerich-Quitzon
Lois Walker,03/24/1932,,Indonesia,Babantar,VP Sales,Cruickshank-Carter
Lois Wallace,09/04/1982,,Philippines,Corcuera,Programmer Analyst I,Ledner Inc
Lois Ward,01/03/1919,,Czech Republic,Doubravice nad Svitavou,Cost Accountant,Keeling and Sons
Lois Warren,03/25/1921,03/16/2000,China,Naji,Computer Systems Analyst II,Schinner Inc
Lois Washington,09/26/1959,,Palestinian Territory,â€˜AnÄ«n,Geological Engineer,Walker-Donnelly
Lois Watkins,09/23/1936,,Philippines,Dangcalan,Research Assistant I,Abshire Inc
Lois Watson,10/22/1987,,United States,Bethlehem,Help Desk Operator,Zulauf Group
Lois Webb,09/29/1930,,Argentina,HernÃ¡ndez,Staff Accountant I,Nikolaus LLC
Lois Welch,09/27/1960,03/18/2016,Madagascar,Sakaraha,Senior Financial Analyst,"Hoppe, Smitham and Collier"
Lois Wells,02/23/1938,,China,Shuangquan,Payment Adjustment Coordinator,Klein-Heller
Lois West,08/11/1929,06/21/1997,Thailand,Kosamphi Nakhon,VP Product Management,"Emmerich, Kiehn and Fritsch"
Lois Wheeler,08/17/1921,,Venezuela,La Luz,Environmental Tech,"Funk, Heidenreich and Weber"
Lois White,06/01/1961,,Norway,TromsÃ¸,Analyst Programmer,Watsica Inc
Lois Williams,06/28/1923,,China,Xinâ€™an,Internal Auditor,"Armstrong, Rogahn and Nolan"
Lois Williamson,07/14/1975,,Poland,Stoczek,Administrative Officer,Murray-Senger
Lois Wilson,10/13/1983,,Greece,ÃÅgios EfstrÃ¡tios,Operator,"Kling, Pfannerstill and Bernier"
Lois Wood,08/07/1957,,Syria,Al GhizlÄÅnÄ«yah,GIS Technical Architect,"Will, Feest and Huel"
Lois Wright,09/06/1948,09/02/1999,China,Gaoping,Sales Representative,"Beatty, O'Kon and Zieme"
Lois Young,02/08/1938,,Philippines,Dao,Senior Sales Associate,Gleason-Langosh
Lori Adams,10/25/1951,,Philippines,Dagohoy,Design Engineer,Emmerich and Sons
Lori Allen,06/26/1918,,China,Qingminghe,Nuclear Power Engineer,"Upton, Dibbert and Prohaska"
Lori Alvarez,01/06/1965,,Sweden,LuleÃ¥,Automation Specialist III,Breitenberg Group
Lori Anderson,08/31/1952,,Colombia,Florencia,Research Assistant II,"Kohler, Buckridge and Kilback"
Lori Andrews,11/12/1956,,Estonia,TÃµrva,Speech Pathologist,Bayer Inc
Lori Armstrong,10/22/1976,,Indonesia,Pasatan,Engineer IV,"Welch, Schulist and Ankunding"
Lori Austin,08/20/1947,,Yemen,Al Maâ€˜allÄÅâ€™,Chemical Engineer,"Lueilwitz, Boyle and O'Reilly"
Lori Bailey,08/08/1966,,Russia,Mullovka,Office Assistant II,"Powlowski, Daugherty and Goyette"
Lori Baker,08/05/1952,,Comoros,Moya,VP Marketing,"Borer, Douglas and Treutel"
Lori Banks,10/03/1916,07/29/2011,China,Yunxian Chengguanzhen,Marketing Manager,"Lehner, Murray and Lemke"
Lori Bell,06/30/1949,,Argentina,Pampa del Infierno,Product Engineer,Ruecker-Brekke
Lori Bennett,07/27/1949,,Portugal,CandelÃ¡ria,Product Engineer,McClure Inc
Lori Berry,04/11/1954,,Japan,ÅŒno-hara,Staff Scientist,Friesen-Schamberger
Lori Bishop,07/31/1934,10/26/2000,Sweden,Stenungsund,Physical Therapy Assistant,Bosco-Kihn
Lori Black,07/03/1936,,Portugal,Cabanas,Programmer Analyst I,Bauch-Daniel
Lori Bowman,01/18/1976,,Bulgaria,Debelets,Electrical Engineer,McKenzie Group
Lori Boyd,04/02/1940,,Indonesia,Ntaur Satu,Chemical Engineer,Gleichner LLC
Lori Bradley,10/30/1930,,Ukraine,Krasne,Financial Analyst,"Langworth, Gerhold and Walsh"
Lori Brooks,07/29/1927,,Russia,Krasnoye,Executive Secretary,Gulgowski-McClure
Lori Brown,03/18/1957,,China,Huixian Chengguanzhen,Internal Auditor,McCullough and Sons
Lori Burke,06/06/1976,,Indonesia,Brangsi,Civil Engineer,"Gusikowski, Kris and Cronin"
Lori Burns,03/27/1922,,United States,Columbus,Account Coordinator,"Konopelski, Gutmann and Champlin"
Lori Burton,12/08/1968,,Portugal,Torre,Analyst Programmer,Turner-Howe
Lori Carpenter,02/01/1937,,Sweden,GÃ¶tene,Computer Systems Analyst III,Dickens Group
Lori Castillo,12/30/1956,,Indonesia,Situsari,Data Coordiator,Kris and Sons
Lori Chapman,02/11/1924,,Canada,Pincher Creek,Media Manager IV,Bednar Inc
Lori Chavez,01/22/1968,,South Africa,Witbank,Paralegal,"Mann, Zulauf and Olson"
Lori Clark,10/21/1948,,Philippines,Pidsandawan,Computer Systems Analyst II,Rogahn Inc
Lori Cole,01/24/1961,,Ukraine,Synevyr,Executive Secretary,Sawayn-Muller
Lori Coleman,05/06/1979,,Philippines,Tampakan,Account Executive,Gulgowski and Sons
Lori Collins,03/18/1936,,Philippines,Lagawe,Professor,Heaney Group
Lori Cook,10/17/1926,,China,Taiping,Health Coach III,"Johnson, Pfannerstill and Lebsack"
Lori Cooper,03/11/1976,,Philippines,Alcantara,General Manager,White Group
Lori Cox,06/15/1954,,Angola,UÃ_ge,Sales Associate,Schaefer-Pfeffer
Lori Crawford,09/11/1975,,China,Xinjie,Community Outreach Specialist,Will LLC
Lori Cruz,09/24/1976,,Philippines,San Rafael,Project Manager,"Jacobs, Spencer and Daniel"
Lori Cunningham,02/05/1949,,China,Wangcungang,Financial Analyst,"Walsh, Renner and Crona"
Lori Daniels,04/07/1950,,Sweden,TorsÃ¥s,Community Outreach Specialist,Runolfsson-Barton
Lori Day,09/14/1917,,China,Xiahan,Assistant Professor,Reichel LLC
Lori Dean,11/15/1926,,United States,Chicago,VP Quality Control,Hettinger Inc
Lori Diaz,08/09/1973,,Iran,Dogonbadan,Environmental Tech,Gutkowski-Dickens
Lori Dixon,05/13/1979,,Greece,FilÃ_tion,Mechanical Systems Engineer,Leuschke-Botsford
Lori Duncan,01/13/1935,,South Korea,Andong,Environmental Tech,Von-Schamberger
Lori Dunn,08/03/1930,,Philippines,Langtad,Design Engineer,Wuckert and Sons
Lori Edwards,01/07/1941,09/13/2003,Bangladesh,RaojÄÅn,Account Representative IV,Rath-Corkery
Lori Ellis,04/15/1951,,Russia,Myshkin,Speech Pathologist,"Kuhic, Altenwerth and Brekke"
Lori Evans,01/11/1988,,Mexico,Buenavista,Social Worker,"Roberts, Torp and Keebler"
Lori Ferguson,09/06/1951,,China,Lianshan,Cost Accountant,Quigley-Blanda
Lori Fernandez,09/30/1942,09/15/2008,Laos,Muang Xay,Environmental Specialist,Vandervort LLC
Lori Fields,05/29/1953,,Indonesia,Pasarkayu,Operator,"McCullough, Terry and Murphy"
Lori Fisher,07/02/1932,,Philippines,San Benito,Actuary,Marks Group
Lori Flores,12/09/1944,,China,Duanshen,Nuclear Power Engineer,"Gislason, Herzog and Hermann"
Lori Ford,08/21/1980,,Indonesia,Kebonsari,GIS Technical Architect,"Rohan, Koelpin and Ziemann"
Lori Foster,08/23/1986,,Finland,Lappi,Environmental Specialist,Ferry LLC
Lori Fowler,06/22/1950,,Netherlands,Alkmaar,Nuclear Power Engineer,Harvey Group
Lori Fox,01/08/1957,05/02/2011,Brazil,Pelotas,Cost Accountant,Cummings-Turcotte
Lori Franklin,11/08/1920,,China,Shanhe,Social Worker,Wiegand-Koelpin
Lori Freeman,08/14/1978,05/25/1990,Indonesia,Tawun,Assistant Professor,"Vandervort, Fahey and Reinger"
Lori Fuller,12/29/1925,,Sweden,Mariestad,Community Outreach Specialist,Mills LLC
Lori Garcia,01/27/1967,,Indonesia,Kaduengang,Librarian,"Flatley, Krajcik and Wolf"
Lori Gardner,12/20/1922,,Japan,NakanojÅçmachi,Occupational Therapist,"Balistreri, Altenwerth and Watsica"
Lori Garrett,07/29/1925,01/21/2010,Philippines,Santa Fe,Safety Technician IV,Gaylord-Baumbach
Lori Garza,06/02/1931,,Brazil,TapiramutÃ¡,Executive Secretary,Hudson and Sons
Lori Gibson,10/01/1972,,Portugal,Outeiro,VP Sales,"Stanton, Jones and Nolan"
Lori Gilbert,04/05/1926,,Indonesia,Goge,Cost Accountant,Toy Group
Lori Gonzales,08/25/1973,,Greece,KÃ_ria,Account Executive,Tremblay-Vandervort
Lori Gordon,11/25/1926,,Indonesia,Banturkrajan,Analyst Programmer,Kautzer-Flatley
Lori Graham,09/18/1974,,Indonesia,Kuanfatu,Statistician I,"Paucek, Spencer and Willms"
Lori Grant,07/08/1970,,Indonesia,Cijambe,Desktop Support Technician,"Weimann, Kuhn and Sipes"
Lori Gray,03/25/1920,,China,Huangsha,Programmer Analyst II,Thiel LLC
Lori Green,05/03/1919,,China,Pingshan,Human Resources Assistant IV,Gislason-Rogahn
Lori Greene,01/18/1965,03/15/2013,South Korea,Gaigeturi,Help Desk Technician,"Kirlin, Hackett and Stark"
Lori Griffin,02/15/1964,,Sweden,SpÃ¥nga,Director of Sales,Hilpert Group
